WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w25	d532	fate is	fate lies	fate be	fate lie	lit	lit
w13	d532	fate is	fate lies	fate be	fate lie	lit	lit
w5	d532	fate is	fate lies	fate be	fate lie	lit	lit
w28	d532	fate is	fate lies	fate be	fate lie	lit	lit
w211	d532	fate is	fate lies	fate be	fate lie	lit	lit
w153	d532	fate is	fate lies	fate be	fate lie	lit	met
w204	d532	fate is	fate lies	fate be	fate lie	lit	met
w39	d532	fate is	fate lies	fate be	fate lie	lit	met
w191	d532	fate is	fate lies	fate be	fate lie	lit	lit
w33	d532	fate is	fate lies	fate be	fate lie	lit	lit
w211	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w31	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w33	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	met
w203	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w204	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w212	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w25	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w5	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w28	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w39	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w214	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w68	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	met
w13	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w188	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w50	d323	have attracted many workers	have sucked many workers	attract worker	suck worker	lit	lit
w28	d561	mess shows	mess reflects	mess show	mess reflect	lit	met
w5	d561	mess shows	mess reflects	mess show	mess reflect	lit	met
w153	d561	mess shows	mess reflects	mess show	mess reflect	lit	met
w31	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w33	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w13	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w211	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w191	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w68	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w39	d561	mess shows	mess reflects	mess show	mess reflect	lit	met
w25	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w204	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w50	d561	mess shows	mess reflects	mess show	mess reflect	lit	met
w188	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w203	d561	mess shows	mess reflects	mess show	mess reflect	lit	lit
w50	d884	story intrigued	story grabbed	story intrigue	story grab	lit	met
w13	d884	story intrigued	story grabbed	story intrigue	story grab	lit	met
w33	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w188	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w28	d884	story intrigued	story grabbed	story intrigue	story grab	lit	met
w5	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w211	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w31	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w204	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w68	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w39	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w25	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w203	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w90	d884	story intrigued	story grabbed	story intrigue	story grab	lit	met
w153	d884	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w4	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	met
w127	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w29	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	met
w10	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w215	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w34	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w72	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w19	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w55	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w14	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w13	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	met
w25	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	met
w216	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	met
w5	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w78	d440	drinking alcohol	abusing alcohol	drink alcohol	abuse alcohol	lit	lit
w72	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w80	d768	discuss ideas	float ideas	discuss idea	float idea	lit	met
w78	d768	discuss ideas	float ideas	discuss idea	float idea	lit	met
w29	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w127	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w5	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w215	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w25	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w13	d768	discuss ideas	float ideas	discuss idea	float idea	lit	met
w4	d768	discuss ideas	float ideas	discuss idea	float idea	lit	met
w55	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w10	d768	discuss ideas	float ideas	discuss idea	float idea	lit	met
w14	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w216	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w34	d768	discuss ideas	float ideas	discuss idea	float idea	lit	lit
w216	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w13	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w25	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w14	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w5	d598	solve the problem	attack the problem	solve problem	attack problem	met	met
w7	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w10	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w4	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w72	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w215	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w127	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w29	d598	solve the problem	attack the problem	solve problem	attack problem	met	met
w55	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w78	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w34	d598	solve the problem	attack the problem	solve problem	attack problem	met	lit
w5	d438	improve the economy	boost the economy	improve economy	boost economy	lit	met
w29	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w127	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w78	d438	improve the economy	boost the economy	improve economy	boost economy	lit	met
w55	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w4	d438	improve the economy	boost the economy	improve economy	boost economy	lit	met
w120	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w34	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w14	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w13	d438	improve the economy	boost the economy	improve economy	boost economy	lit	met
w72	d438	improve the economy	boost the economy	improve economy	boost economy	lit	met
w10	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w215	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w25	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w216	d438	improve the economy	boost the economy	improve economy	boost economy	lit	lit
w5	d654	posing questions	framing questions	pose question	frame question	lit	lit
w13	d654	posing questions	framing questions	pose question	frame question	lit	met
w72	d654	posing questions	framing questions	pose question	frame question	lit	met
w215	d654	posing questions	framing questions	pose question	frame question	lit	lit
w14	d654	posing questions	framing questions	pose question	frame question	lit	lit
w29	d654	posing questions	framing questions	pose question	frame question	lit	lit
w55	d654	posing questions	framing questions	pose question	frame question	lit	met
w25	d654	posing questions	framing questions	pose question	frame question	lit	lit
w127	d654	posing questions	framing questions	pose question	frame question	lit	lit
w4	d654	posing questions	framing questions	pose question	frame question	lit	met
w216	d654	posing questions	framing questions	pose question	frame question	lit	met
w34	d654	posing questions	framing questions	pose question	frame question	lit	lit
w78	d654	posing questions	framing questions	pose question	frame question	lit	met
w30	d654	posing questions	framing questions	pose question	frame question	lit	met
w10	d654	posing questions	framing questions	pose question	frame question	lit	met
w13	d78	have read their new books	have devoured their new books	read book	devour book	met	met
w34	d78	have read their new books	have devoured their new books	read book	devour book	met	met
